municipio_ibge,municipio_nome,ano,mes,internacoes
420005,Abdon Batista,2006,6,10
420005,Abdon Batista,2006,7,13
420005,Abdon Batista,2006,8,11
420005,Abdon Batista,2006,9,8
420005,Abdon Batista,2006,10,8
420005,Abdon Batista,2006,11,6
420005,Abdon Batista,2006,12,7
420005,Abdon Batista,2007,1,5
420005,Abdon Batista,2007,2,6
420005,Abdon Batista,2007,3,6
420005,Abdon Batista,2007,4,6
420005,Abdon Batista,2007,5,8
420005,Abdon Batista,2007,6,11
420005,Abdon Batista,2007,7,11
420005,Abdon Batista,2007,8,11
420005,Abdon Batista,2007,9,9
420005,Abdon Batista,2007,10,6
420005,Abdon Batista,2007,11,6
420005,Abdon Batista,2007,12,5
420005,Abdon Batista,2008,1,5
420005,Abdon Batista,2008,2,6
420005,Abdon Batista,2008,3,7
420005,Abdon Batista,2008,4,6
420005,Abdon Batista,2008,5,7
420005,Abdon Batista,2008,6,11
420005,Abdon Batista,2008,7,12
420005,Abdon Batista,2008,8,12
420005,Abdon Batista,2008,9,9
420005,Abdon Batista,2008,10,6
420005,Abdon Batista,2008,11,6
420005,Abdon Batista,2008,12,5
420005,Abdon Batista,2009,1,5
420005,Abdon Batista,2009,2,6
420005,Abdon Batista,2009,3,7
420005,Abdon Batista,2009,4,6
420005,Abdon Batista,2009,5,7
420005,Abdon Batista,2009,6,11
420005,Abdon Batista,2009,7,12
420005,Abdon Batista,2009,8,12
420005,Abdon Batista,2009,9,9
420005,Abdon Batista,2009,10,6
420005,Abdon Batista,2009,11,7
420005,Abdon Batista,2009,12,7
420005,Abdon Batista,2010,1,6
420005,Abdon Batista,2010,2,7
420005,Abdon Batista,2010,3,7
420005,Abdon Batista,2010,4,6
420005,Abdon Batista,2010,5,9
420005,Abdon Batista,2010,6,11
420005,Abdon Batista,2010,7,13
420005,Abdon Batista,2010,8,12
420005,Abdon Batista,2010,9,10
420005,Abdon Batista,2010,10,7
420005,Abdon Batista,2010,11,6
420005,Abdon Batista,2010,12,6
420005,Abdon Batista,2011,1,7
420005,Abdon Batista,2011,2,8
420005,Abdon Batista,2011,3,6
420005,Abdon Batista,2011,4,7
420005,Abdon Batista,2011,5,9
420005,Abdon Batista,2011,6,11
420005,Abdon Batista,2011,7,13
420005,Abdon Batista,2011,8,12
420005,Abdon Batista,2011,9,9
420005,Abdon Batista,2011,10,7
420005,Abdon Batista,2011,11,7
420005,Abdon Batista,2011,12,6
420005,Abdon Batista,2012,1,6
420005,Abdon Batista,2012,2,5
420005,Abdon Batista,2012,3,7
420005,Abdon Batista,2012,4,7
420005,Abdon Batista,2012,5,8
420005,Abdon Batista,2012,6,10
420005,Abdon Batista,2012,7,14
420005,Abdon Batista,2012,8,13
420005,Abdon Batista,2012,9,9
420005,Abdon Batista,2012,10,8
420005,Abdon Batista,2012,11,5
420005,Abdon Batista,2012,12,6
420005,Abdon Batista,2013,1,7
420005,Abdon Batista,2013,2,6
420005,Abdon Batista,2013,3,7
420005,Abdon Batista,2013,4,6
420005,Abdon Batista,2013,5,9
420005,Abdon Batista,2013,6,11
420005,Abdon Batista,2013,7,12
420005,Abdon Batista,2013,8,13
420005,Abdon Batista,2013,9,9
420005,Abdon Batista,2013,10,7
420005,Abdon Batista,2013,11,6
420005,Abdon Batista,2013,12,7
420005,Abdon Batista,2014,1,6
420005,Abdon Batista,2014,2,6
420005,Abdon Batista,2014,3,6
420005,Abdon Batista,2014,4,7
420005,Abdon Batista,2014,5,9
420005,Abdon Batista,2014,6,12
420005,Abdon Batista,2014,7,13
420005,Abdon Batista,2014,8,12
420005,Abdon Batista,2014,9,8
420005,Abdon Batista,2014,10,7
420005,Abdon Batista,2014,11,6
420005,Abdon Batista,2014,12,6
420005,Abdon Batista,2015,1,7
420005,Abdon Batista,2015,2,6
420005,Abdon Batista,2015,3,6
420005,Abdon Batista,2015,4,8
420005,Abdon Batista,2015,5,9
420005,Abdon Batista,2015,6,11
420005,Abdon Batista,2015,7,14
420005,Abdon Batista,2015,8,13
420005,Abdon Batista,2015,9,9
420005,Abdon Batista,2015,10,7
420005,Abdon Batista,2015,11,6
420005,Abdon Batista,2015,12,6
420005,Abdon Batista,2016,1,6
420005,Abdon Batista,2016,2,6
420005,Abdon Batista,2016,3,7
420005,Abdon Batista,2016,4,6
420005,Abdon Batista,2016,5,9
420005,Abdon Batista,2016,6,13
420005,Abdon Batista,2016,7,14
420005,Abdon Batista,2016,8,11
420005,Abdon Batista,2016,9,10
420005,Abdon Batista,2016,10,8
420005,Abdon Batista,2016,11,7
420005,Abdon Batista,2016,12,6
420005,Abdon Batista,2017,1,6
420005,Abdon Batista,2017,2,6
420005,Abdon Batista,2017,3,7
420005,Abdon Batista,2017,4,7
420005,Abdon Batista,2017,5,8
420005,Abdon Batista,2017,6,13
420005,Abdon Batista,2017,7,13
420005,Abdon Batista,2017,8,12
420005,Abdon Batista,2017,9,9
420005,Abdon Batista,2017,10,8
420005,Abdon Batista,2017,11,6
420005,Abdon Batista,2017,12,7
420005,Abdon Batista,2018,1,5
420005,Abdon Batista,2018,2,7
420005,Abdon Batista,2018,3,6
420005,Abdon Batista,2018,4,7
420005,Abdon Batista,2018,5,8
420005,Abdon Batista,2018,6,11
420005,Abdon Batista,2018,7,14
420005,Abdon Batista,2018,8,13
420005,Abdon Batista,2018,9,10
420005,Abdon Batista,2018,10,7
420005,Abdon Batista,2018,11,6
420005,Abdon Batista,2018,12,7
420005,Abdon Batista,2019,1,5
420005,Abdon Batista,2019,2,6
420005,Abdon Batista,2019,3,7
420005,Abdon Batista,2019,4,7
420005,Abdon Batista,2019,5,9
420005,Abdon Batista,2019,6,11
420005,Abdon Batista,2019,7,13
420005,Abdon Batista,2019,8,12
420005,Abdon Batista,2019,9,10
420005,Abdon Batista,2019,10,8
420005,Abdon Batista,2019,11,8
420005,Abdon Batista,2019,12,7
420005,Abdon Batista,2020,1,4
420005,Abdon Batista,2020,2,5
420005,Abdon Batista,2020,3,5
420005,Abdon Batista,2020,4,7
420005,Abdon Batista,2020,5,8
420005,Abdon Batista,2020,6,9
420005,Abdon Batista,2020,7,11
420005,Abdon Batista,2020,8,10
420005,Abdon Batista,2020,9,8
420005,Abdon Batista,2020,10,6
420005,Abdon Batista,2020,11,5
420005,Abdon Batista,2020,12,6
420005,Abdon Batista,2021,1,7
420005,Abdon Batista,2021,2,8
420005,Abdon Batista,2021,3,9
420005,Abdon Batista,2021,4,11
420005,Abdon Batista,2021,5,11
420005,Abdon Batista,2021,6,15
420005,Abdon Batista,2021,7,17
420005,Abdon Batista,2021,8,16
420005,Abdon Batista,2021,9,12
420005,Abdon Batista,2021,10,9
420005,Abdon Batista,2021,11,8
420005,Abdon Batista,2021,12,6
420005,Abdon Batista,2022,1,6
420005,Abdon Batista,2022,2,6
420005,Abdon Batista,2022,3,7
420005,Abdon Batista,2022,4,7
420005,Abdon Batista,2022,5,8
420005,Abdon Batista,2022,6,13
420005,Abdon Batista,2022,7,14
420005,Abdon Batista,2022,8,13
420005,Abdon Batista,2022,9,8
420005,Abdon Batista,2022,10,8
420005,Abdon Batista,2022,11,7
420005,Abdon Batista,2022,12,7
420005,Abdon Batista,2023,1,6
420005,Abdon Batista,2023,2,7
420005,Abdon Batista,2023,3,7
420005,Abdon Batista,2023,4,8
420005,Abdon Batista,2023,5,9
420005,Abdon Batista,2023,6,12
420005,Abdon Batista,2023,7,13
420005,Abdon Batista,2023,8,12
420005,Abdon Batista,2023,9,11
420005,Abdon Batista,2023,10,7
420005,Abdon Batista,2023,11,7
420005,Abdon Batista,2023,12,8
420005,Abdon Batista,2024,1,6
420005,Abdon Batista,2024,2,7
420005,Abdon Batista,2024,3,8
420005,Abdon Batista,2024,4,8
420005,Abdon Batista,2024,5,8
420005,Abdon Batista,2024,6,12
420005,Abdon Batista,2024,7,14
420005,Abdon Batista,2024,8,14
420005,Abdon Batista,2024,9,9
420005,Abdon Batista,2024,10,7
420005,Abdon Batista,2024,11,6
420005,Abdon Batista,2024,12,7
420005,Abdon Batista,2025,1,6
420005,Abdon Batista,2025,2,7
420005,Abdon Batista,2025,3,7
420005,Abdon Batista,2025,4,8
420005,Abdon Batista,2025,5,9
420005,Abdon Batista,2025,6,12
420005,Abdon Batista,2025,7,14
420005,Abdon Batista,2025,8,13
420005,Abdon Batista,2025,9,10
420005,Abdon Batista,2025,10,9
420005,Abdon Batista,2025,11,7
420005,Abdon Batista,2025,12,8
420005,Abdon Batista,2026,1,3
420005,Abdon Batista,2026,2,2
420005,Abdon Batista,2026,3,4
420005,Abdon Batista,2026,4,3
420005,Abdon Batista,2026,5,5
420005,Abdon Batista,2026,6,7
420005,Abdon Batista,2026,7,7
420010,Abelardo Luz,1990,1,2
420010,Abelardo Luz,1990,2,4
420010,Abelardo Luz,1990,3,4
420010,Abelardo Luz,1990,4,5
420010,Abelardo Luz,1990,5,6
420010,Abelardo Luz,1990,6,10
420010,Abelardo Luz,1990,7,11
420010,Abelardo Luz,1990,8,9
420010,Abelardo Luz,1990,9,9
420010,Abelardo Luz,1990,10,5
420010,Abelardo Luz,1990,11,6
420010,Abelardo Luz,1990,12,5
420010,Abelardo Luz,1991,1,5
420010,Abelardo Luz,1991,2,4
420010,Abelardo Luz,1991,3,5
420010,Abelardo Luz,1991,4,7
420010,Abelardo Luz,1991,5,6
420010,Abelardo Luz,1991,6,9
420010,Abelardo Luz,1991,7,9
420010,Abelardo Luz,1991,8,11
420010,Abelardo Luz,1991,9,7
420010,Abelardo Luz,1991,10,5
420010,Abelardo Luz,1991,11,3
420010,Abelardo Luz,1991,12,5
420010,Abelardo Luz,1992,1,5
420010,Abelardo Luz,1992,2,7
420010,Abelardo Luz,1992,3,5
420010,Abelardo Luz,1992,4,7
420010,Abelardo Luz,1992,5,9
420010,Abelardo Luz,1992,6,9
420010,Abelardo Luz,1992,7,12
420010,Abelardo Luz,1992,8,9
420010,Abelardo Luz,1992,9,6
420010,Abelardo Luz,1992,10,6
420010,Abelardo Luz,1992,11,5
420010,Abelardo Luz,1992,12,6
420010,Abelardo Luz,1993,1,4
420010,Abelardo Luz,1993,2,6
420010,Abelardo Luz,1993,3,7
420010,Abelardo Luz,1993,4,6
420010,Abelardo Luz,1993,5,9
420010,Abelardo Luz,1993,6,11
420010,Abelardo Luz,1993,7,12
420010,Abelardo Luz,1993,8,12
420010,Abelardo Luz,1993,9,8
420010,Abelardo Luz,1993,10,7
420010,Abelardo Luz,1993,11,6
420010,Abelardo Luz,1993,12,8
420010,Abelardo Luz,1994,1,5
420010,Abelardo Luz,1994,2,7
420010,Abelardo Luz,1994,3,8
420010,Abelardo Luz,1994,4,9
420010,Abelardo Luz,1994,5,10
420010,Abelardo Luz,1994,6,13
420010,Abelardo Luz,1994,7,13
420010,Abelardo Luz,1994,8,13
420010,Abelardo Luz,1994,9,9
420010,Abelardo Luz,1994,10,7
420010,Abelardo Luz,1994,11,7
420010,Abelardo Luz,1994,12,5
420010,Abelardo Luz,1995,1,6
420010,Abelardo Luz,1995,2,7
420010,Abelardo Luz,1995,3,7
420010,Abelardo Luz,1995,4,8
420010,Abelardo Luz,1995,5,11
420010,Abelardo Luz,1995,6,12
420010,Abelardo Luz,1995,7,14
420010,Abelardo Luz,1995,8,13
420010,Abelardo Luz,1995,9,9
420010,Abelardo Luz,1995,10,8
420010,Abelardo Luz,1995,11,8
420010,Abelardo Luz,1995,12,7
420010,Abelardo Luz,1996,1,7
420010,Abelardo Luz,1996,2,7
420010,Abelardo Luz,1996,3,8
420010,Abelardo Luz,1996,4,8
420010,Abelardo Luz,1996,5,9
420010,Abelardo Luz,1996,6,11
420010,Abelardo Luz,1996,7,15
420010,Abelardo Luz,1996,8,14
420010,Abelardo Luz,1996,9,11
420010,Abelardo Luz,1996,10,7
420010,Abelardo Luz,1996,11,6
420010,Abelardo Luz,1996,12,7
420010,Abelardo Luz,1997,1,6
420010,Abelardo Luz,1997,2,8
420010,Abelardo Luz,1997,3,7
420010,Abelardo Luz,1997,4,9
420010,Abelardo Luz,1997,5,10
420010,Abelardo Luz,1997,6,13
420010,Abelardo Luz,1997,7,15
420010,Abelardo Luz,1997,8,13
420010,Abelardo Luz,1997,9,12
420010,Abelardo Luz,1997,10,8
420010,Abelardo Luz,1997,11,8
420010,Abelardo Luz,1997,12,7
420010,Abelardo Luz,1998,1,6
420010,Abelardo Luz,1998,2,6
420010,Abelardo Luz,1998,3,7
420010,Abelardo Luz,1998,4,8
420010,Abelardo Luz,1998,5,12
420010,Abelardo Luz,1998,6,14
420010,Abelardo Luz,1998,7,17
420010,Abelardo Luz,1998,8,17
420010,Abelardo Luz,1998,9,11
420010,Abelardo Luz,1998,10,8
420010,Abelardo Luz,1998,11,7
420010,Abelardo Luz,1998,12,8
420010,Abelardo Luz,1999,1,9
420010,Abelardo Luz,1999,2,9
420010,Abelardo Luz,1999,3,8
420010,Abelardo Luz,1999,4,10
420010,Abelardo Luz,1999,5,12
420010,Abelardo Luz,1999,6,15
420010,Abelardo Luz,1999,7,17
420010,Abelardo Luz,1999,8,17
420010,Abelardo Luz,1999,9,11
420010,Abelardo Luz,1999,10,12
420010,Abelardo Luz,1999,11,9
420010,Abelardo Luz,1999,12,9
420010,Abelardo Luz,2000,1,8
420010,Abelardo Luz,2000,2,10
420010,Abelardo Luz,2000,3,8
420010,Abelardo Luz,2000,4,11
420010,Abelardo Luz,2000,5,10
420010,Abelardo Luz,2000,6,16
420010,Abelardo Luz,2000,7,17
420010,Abelardo Luz,2000,8,17
420010,Abelardo Luz,2000,9,14
420010,Abelardo Luz,2000,10,9
420010,Abelardo Luz,2000,11,9
420010,Abelardo Luz,2000,12,9
420010,Abelardo Luz,2001,1,7
420010,Abelardo Luz,2001,2,10
420010,Abelardo Luz,2001,3,10
420010,Abelardo Luz,2001,4,11
420010,Abelardo Luz,2001,5,12
420010,Abelardo Luz,2001,6,17
420010,Abelardo Luz,2001,7,19
420010,Abelardo Luz,2001,8,16
420010,Abelardo Luz,2001,9,11
420010,Abelardo Luz,2001,10,11
420010,Abelardo Luz,2001,11,10
420010,Abelardo Luz,2001,12,10
420010,Abelardo Luz,2002,1,7
420010,Abelardo Luz,2002,2,9
420010,Abelardo Luz,2002,3,12
420010,Abelardo Luz,2002,4,12
420010,Abelardo Luz,2002,5,12
420010,Abelardo Luz,2002,6,15
420010,Abelardo Luz,2002,7,19
420010,Abelardo Luz,2002,8,19
420010,Abelardo Luz,2002,9,14
420010,Abelardo Luz,2002,10,9
420010,Abelardo Luz,2002,11,9
420010,Abelardo Luz,2002,12,10
420010,Abelardo Luz,2003,1,6
420010,Abelardo Luz,2003,2,11
420010,Abelardo Luz,2003,3,10
420010,Abelardo Luz,2003,4,10
420010,Abelardo Luz,2003,5,14
420010,Abelardo Luz,2003,6,15
420010,Abelardo Luz,2003,7,21
420010,Abelardo Luz,2003,8,19
420010,Abelardo Luz,2003,9,14
420010,Abelardo Luz,2003,10,11
420010,Abelardo Luz,2003,11,9
420010,Abelardo Luz,2003,12,10
420010,Abelardo Luz,2004,1,10
420010,Abelardo Luz,2004,2,11
420010,Abelardo Luz,2004,3,10
420010,Abelardo Luz,2004,4,11
420010,Abelardo Luz,2004,5,14
420010,Abelardo Luz,2004,6,17
420010,Abelardo Luz,2004,7,20
420010,Abelardo Luz,2004,8,20
420010,Abelardo Luz,2004,9,13
420010,Abelardo Luz,2004,10,9
420010,Abelardo Luz,2004,11,10
420010,Abelardo Luz,2004,12,13
420010,Abelardo Luz,2005,1,8
420010,Abelardo Luz,2005,2,9
420010,Abelardo Luz,2005,3,12
420010,Abelardo Luz,2005,4,10
420010,Abelardo Luz,2005,5,14
420010,Abelardo Luz,2005,6,17
420010,Abelardo Luz,2005,7,22
420010,Abelardo Luz,2005,8,20
420010,Abelardo Luz,2005,9,14
420010,Abelardo Luz,2005,10,14
420010,Abelardo Luz,2005,11,9
420010,Abelardo Luz,2005,12,10
420010,Abelardo Luz,2006,1,7
420010,Abelardo Luz,2006,2,11
420010,Abelardo Luz,2006,3,11
420010,Abelardo Luz,2006,4,11
420010,Abelardo Luz,2006,5,14
420010,Abelardo Luz,2006,6,19
420010,Abelardo Luz,2006,7,22
420010,Abelardo Luz,2006,8,20
420010,Abelardo Luz,2006,9,16
420010,Abelardo Luz,2006,10,12
420010,Abelardo Luz,2006,11,10
420010,Abelardo Luz,2006,12,11
420010,Abelardo Luz,2007,1,10
420010,Abelardo Luz,2007,2,10
420010,Abelardo Luz,2007,3,13
420010,Abelardo Luz,2007,4,12
420010,Abelardo Luz,2007,5,14
420010,Abelardo Luz,2007,6,18
420010,Abelardo Luz,2007,7,20
420010,Abelardo Luz,2007,8,20
420010,Abelardo Luz,2007,9,15
420010,Abelardo Luz,2007,10,13
420010,Abelardo Luz,2007,11,11
420010,Abelardo Luz,2007,12,11
420010,Abelardo Luz,2008,1,10
420010,Abelardo Luz,2008,2,11
420010,Abelardo Luz,2008,3,11
420010,Abelardo Luz,2008,4,13
420010,Abelardo Luz,2008,5,14
420010,Abelardo Luz,2008,6,18
420010,Abelardo Luz,2008,7,21
420010,Abelardo Luz,2008,8,21
420010,Abelardo Luz,2008,9,17
420010,Abelardo Luz,2008,10,14
420010,Abelardo Luz,2008,11,9
420010,Abelardo Luz,2008,12,10
420010,Abelardo Luz,2009,1,11
420010,Abelardo Luz,2009,2,12
420010,Abelardo Luz,2009,3,13
420010,Abelardo Luz,2009,4,11
420010,Abelardo Luz,2009,5,15
420010,Abelardo Luz,2009,6,19
420010,Abelardo Luz,2009,7,21
420010,Abelardo Luz,2009,8,23
420010,Abelardo Luz,2009,9,16
420010,Abelardo Luz,2009,10,12
420010,Abelardo Luz,2009,11,10
420010,Abelardo Luz,2009,12,12
420010,Abelardo Luz,2010,1,9
420010,Abelardo Luz,2010,2,10
420010,Abelardo Luz,2010,3,12
420010,Abelardo Luz,2010,4,13
420010,Abelardo Luz,2010,5,14
420010,Abelardo Luz,2010,6,19
420010,Abelardo Luz,2010,7,23
420010,Abelardo Luz,2010,8,21
420010,Abelardo Luz,2010,9,14
420010,Abelardo Luz,2010,10,12
420010,Abelardo Luz,2010,11,12
420010,Abelardo Luz,2010,12,12
420010,Abelardo Luz,2011,1,9
420010,Abelardo Luz,2011,2,11
420010,Abelardo Luz,2011,3,14
420010,Abelardo Luz,2011,4,13
420010,Abelardo Luz,2011,5,14
420010,Abelardo Luz,2011,6,18
420010,Abelardo Luz,2011,7,24
420010,Abelardo Luz,2011,8,20
420010,Abelardo Luz,2011,9,17
420010,Abelardo Luz,2011,10,13
420010,Abelardo Luz,2011,11,12
420010,Abelardo Luz,2011,12,12
420010,Abelardo Luz,2012,1,12
420010,Abelardo Luz,2012,2,11
420010,Abelardo Luz,2012,3,12
420010,Abelardo Luz,2012,4,14
420010,Abelardo Luz,2012,5,15
420010,Abelardo Luz,2012,6,19
420010,Abelardo Luz,2012,7,24
420010,Abelardo Luz,2012,8,22
420010,Abelardo Luz,2012,9,15
420010,Abelardo Luz,2012,10,13
420010,Abelardo Luz,2012,11,12
420010,Abelardo Luz,2012,12,12
420010,Abelardo Luz,2013,1,11
420010,Abelardo Luz,2013,2,12
420010,Abelardo Luz,2013,3,13
420010,Abelardo Luz,2013,4,11
420010,Abelardo Luz,2013,5,15
420010,Abelardo Luz,2013,6,20
420010,Abelardo Luz,2013,7,23
420010,Abelardo Luz,2013,8,22
420010,Abelardo Luz,2013,9,17
420010,Abelardo Luz,2013,10,14
420010,Abelardo Luz,2013,11,11
420010,Abelardo Luz,2013,12,12
420010,Abelardo Luz,2014,1,10
420010,Abelardo Luz,2014,2,13
420010,Abelardo Luz,2014,3,13
420010,Abelardo Luz,2014,4,13
420010,Abelardo Luz,2014,5,15
420010,Abelardo Luz,2014,6,21
420010,Abelardo Luz,2014,7,25
420010,Abelardo Luz,2014,8,23
420010,Abelardo Luz,2014,9,16
420010,Abelardo Luz,2014,10,12
420010,Abelardo Luz,2014,11,11
420010,Abelardo Luz,2014,12,10
420010,Abelardo Luz,2015,1,11
420010,Abelardo Luz,2015,2,13
420010,Abelardo Luz,2015,3,13
420010,Abelardo Luz,2015,4,14
420010,Abelardo Luz,2015,5,15
420010,Abelardo Luz,2015,6,20
420010,Abelardo Luz,2015,7,23
420010,Abelardo Luz,2015,8,21
420010,Abelardo Luz,2015,9,16
420010,Abelardo Luz,2015,10,13
420010,Abelardo Luz,2015,11,11
420010,Abelardo Luz,2015,12,12
420010,Abelardo Luz,2016,1,11
420010,Abelardo Luz,2016,2,12
420010,Abelardo Luz,2016,3,13
420010,Abelardo Luz,2016,4,15
420010,Abelardo Luz,2016,5,16
420010,Abelardo Luz,2016,6,21
